,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms
260,755587,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,59.0,319,389,2,3.83,1.0
261,756707,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,71.0,259,174,6,1.7,1.0
262,759575,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,5.0,91.0,66,58,1,0.6,2.0
263,760482,1,1,Castillejos,Tetuán,Entire apartment,Entire home/apt,3.0,5.0,163.0,231,92,4,0.91,2.0
264,761095,0,0,Rejas,San Blas - Canillejas,Entire apartment,Entire home/apt,2.0,2.0,85.0,365,36,3,0.4,2.0
265,761098,0,0,Rejas,San Blas - Canillejas,Entire serviced apartment,Entire home/apt,1.0,1.0,57.0,1,27,3,0.43,1.0
266,761159,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,59.0,318,418,2,4.06,1.0
267,761195,0,0,Rejas,San Blas - Canillejas,Entire serviced apartment,Entire home/apt,1.0,1.0,57.0,365,202,3,2.1,1.0
268,762701,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,105.0,192,40,7,0.4,1.0
269,763214,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,63.0,288,91,1,1.02,1.0
270,766160,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,55.0,364,354,3,3.87,1.0
271,768311,0,1,Palacio,Centro,Entire loft,Entire home/apt,1.0,3.0,59.0,1,152,1,1.51,1.0
272,769210,0,1,Piovera,Hortaleza,Private room in apartment,Private room,4.0,1.0,34.0,88,22,1,0.28,2.0
273,770883,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,5.0,76.0,365,7,3,0.08,1.5
275,773608,1,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,31.0,14,41,3,0.4,1.0
276,773990,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,47.0,334,214,8,2.1,1.0
277,774008,0,1,Costillares,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,35.0,89,0,3,0.0,1.0
278,774356,0,1,Universidad,Centro,Private room in house,Private room,1.0,2.0,44.0,89,0,3,0.0,1.0
279,779960,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,73.0,170,162,4,1.9,1.0
280,780397,0,0,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,3.0,6.0,149.0,2,22,1,0.22,2.0
281,781012,1,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,35.0,364,32,1,0.38,1.0
282,783647,0,1,Costillares,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,22.0,322,20,2,0.32,1.0
283,785834,1,1,Casa de Campo,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,21.0,365,20,4,0.2,1.0
284,793618,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,4.0,203.0,197,330,1,3.34,3.5
286,795877,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,58.0,365,52,1,0.53,1.0
287,797030,0,1,Simancas,San Blas - Canillejas,Entire apartment,Entire home/apt,2.0,2.0,46.0,232,234,1,2.3,2.0
288,798091,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,90.0,289,246,1,2.43,1.0
289,804681,0,1,Timón,Barajas,Private room in house,Private room,4.0,1.0,28.0,0,1,2,0.02,2.0
290,814586,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,2.0,82.0,350,143,2,1.44,1.0
292,814731,1,1,Embajadores,Centro,Shared room in hut,Shared room,1.0,2.0,17.0,365,0,2,0.0,1.0
293,814870,1,0,Jerónimos,Retiro,Private room in apartment,Private room,1.0,1.0,20.0,259,33,3,0.33,2.0
294,817184,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,60.0,289,245,4,2.46,1.0
295,821860,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,0.0,59.0,365,386,2,4.24,1.0
296,828095,0,1,Salvador,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,32.0,364,4,1,0.06,1.0
297,831616,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,65.0,335,36,1,0.36,1.0
298,832102,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,45.0,364,9,1,0.11,1.0
299,833871,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,56.0,288,183,4,1.82,1.0
300,834562,1,1,Timón,Barajas,Entire apartment,Entire home/apt,4.0,7.0,93.0,122,184,1,1.9,2.5
301,834675,0,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,2.0,26.0,89,123,1,1.38,1.5
303,838698,1,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,2.0,25.0,364,519,3,5.29,2.0
304,838712,1,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,21.0,150,216,3,2.14,2.0
305,840561,0,1,Ciudad Universitaria,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,1.0,114.0,0,6,1,0.06,1.0
306,842078,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,362,31,1,0.31,1.0
307,844856,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,10.0,90,42,1,0.74,1.0
308,846558,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,50.0,76,559,1,5.59,1.0
310,847724,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,60.0,365,1,2,0.01,2.0
311,849939,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,0.0,24.0,0,17,1,0.17,1.0
312,851311,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,0.0,65.0,226,34,1,0.5,1.0
313,853804,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,95.0,173,50,1,0.62,1.0
314,855155,0,0,Campamento,Latina,Private room in apartment,Private room,1.0,1.0,30.0,365,12,2,0.17,1.0
315,856669,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,70.0,12,92,3,0.92,2.0
316,858563,0,1,Costillares,Ciudad Lineal,Shared room in apartment,Shared room,1.0,1.0,76.0,364,0,1,0.0,1.0
317,859800,0,0,Rejas,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,48.0,0,2,1,0.04,1.0
318,862462,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,51.0,289,288,3,2.95,1.0
319,862752,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,1.0,33.0,89,125,1,1.44,1.0
320,864488,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,47.0,238,319,1,3.16,1.0
321,867629,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,3.0,211.0,365,35,10,0.54,2.0
322,868776,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,53.0,114,237,2,2.42,1.0
323,869674,0,1,Embajadores,Centro,Entire house,Entire home/apt,2.0,1.0,101.0,365,1,3,0.01,1.0
324,871387,0,0,Universidad,Centro,Entire loft,Entire home/apt,1.0,2.0,100.0,179,189,1,2.04,1.0
325,874029,1,1,Salvador,San Blas - Canillejas,Private room in apartment,Private room,1.0,2.0,30.0,199,80,1,0.93,1.0
326,883527,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,42.0,0,2,1,0.02,1.0
327,884856,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,0.0,46.0,288,5,1,0.05,1.5
328,886019,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,3.0,6.0,105.0,208,53,1,0.54,1.5
329,888289,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,113.0,43,323,6,3.29,1.0
330,891946,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,80.0,0,6,1,0.06,1.0
331,892100,1,1,Comillas,Carabanchel,Entire apartment,Entire home/apt,1.0,1.0,63.0,364,150,1,1.88,1.0
332,892453,1,0,Lucero,Latina,Private room in house,Private room,1.0,1.0,14.0,37,10,3,0.1,1.0
333,893056,0,1,Cortes,Centro,Room in aparthotel,Private room,1.0,3.0,29.0,362,1,12,0.04,1.0
334,893142,0,1,Cortes,Centro,Room in aparthotel,Private room,1.0,2.0,29.0,335,2,12,0.02,1.0
335,893195,0,1,Recoletos,Salamanca,Entire serviced apartment,Entire home/apt,1.0,2.0,50.0,328,3,12,0.07,1.0
336,896209,0,1,Castilla,Chamartín,Entire apartment,Entire home/apt,1.0,4.0,50.0,295,51,4,0.52,1.0
337,896588,0,1,Lista,Salamanca,Entire apartment,Entire home/apt,3.0,2.0,80.0,365,0,2,0.0,1.5
338,901897,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,132.0,349,95,2,1.12,2.0
339,902946,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,1.0,51.0,0,68,1,0.75,1.0
340,903707,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,64.0,104,75,2,0.76,1.0
341,904741,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,96.0,341,320,20,3.26,1.0
342,904769,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,322,329,20,3.41,1.0
343,904775,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,98.0,344,297,20,3.08,2.0
344,912617,0,1,Concepción,Ciudad Lineal,Private room in apartment,Private room,1.0,0.0,110.0,349,1,1,0.06,0.0
345,913536,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,35.0,0,13,3,0.19,1.0
346,914057,0,1,Palomeras Sureste,Puente de Vallecas,Private room in apartment,Private room,1.0,0.0,21.0,349,30,1,0.42,1.0
347,919430,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,19.0,365,46,4,0.47,1.0
348,922397,0,0,Goya,Salamanca,Entire apartment,Entire home/apt,1.0,0.0,60.0,198,73,2,0.75,1.0
349,923140,1,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,130.0,354,125,1,1.35,1.0
350,923645,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,3.0,94.0,1,12,8,0.13,1.0
351,925250,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,48.0,359,444,13,4.57,1.0
352,925339,0,1,Universidad,Centro,Entire loft,Entire home/apt,2.0,3.0,50.0,134,147,5,1.5,1.0
353,926653,1,1,Cortes,Centro,Entire loft,Entire home/apt,1.0,2.0,64.0,172,421,14,4.25,1.0
354,930032,0,0,Embajadores,Centro,Entire loft,Entire home/apt,1.0,1.0,65.0,365,0,1,0.0,1.0
355,933326,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,100.0,70,84,1,0.86,1.0
356,936157,0,0,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,129.0,328,37,1,0.38,2.5
358,938506,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,4.0,45.0,323,6,6,0.06,2.0
359,940649,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,70.0,0,95,1,0.97,1.5
360,944555,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,76.0,53,252,2,2.57,1.0
361,945003,0,1,Universidad,Centro,Private room in apartment,Private room,3.0,5.0,40.0,365,3,4,0.05,1.0
363,948963,1,0,Puerta del Angel,Latina,Private room in house,Private room,1.0,1.0,21.0,89,212,3,2.17,1.0
364,958020,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,81.0,354,284,1,2.9,1.0
367,977261,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,22.0,26,10,2,0.1,2.0
368,979312,0,0,Arapiles,Chamberí,Private room in apartment,Private room,1.0,1.0,35.0,365,1,1,0.01,1.0
369,981016,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,102.0,253,15,8,0.15,1.0
370,981368,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,32.0,0,2,8,0.04,1.0
371,981369,0,1,Trafalgar,Chamberí,Entire serviced apartment,Entire home/apt,2.0,3.0,92.0,13,24,8,0.25,2.0
372,983019,1,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,32.0,1,25,2,0.26,1.0
373,983410,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,40.0,78,384,1,3.92,1.0
374,985160,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,288,19,1,0.19,1.0
376,1003602,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,0.0,70.0,289,389,3,3.97,1.0
377,1007532,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,48.0,355,323,53,3.31,1.0
378,1018471,0,1,Valdefuentes,Hortaleza,Private room in apartment,Private room,1.0,1.0,30.0,365,5,1,0.05,1.0
379,1020785,1,1,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,30.0,363,45,1,0.67,1.0
380,1026242,0,1,Gaztambide,Chamberí,Private room in house,Private room,1.0,2.0,33.0,227,0,2,0.0,1.0
381,1037715,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,80.0,91,43,1,0.54,1.0
382,1038867,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,45.0,10,400,3,4.09,1.0
383,1039376,0,1,Casco Histórico de Barajas,Barajas,Entire apartment,Entire home/apt,1.0,1.0,47.0,288,2,1,0.04,1.0
384,1039454,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,3.0,104.0,364,9,8,0.1,1.0
386,1050948,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,2.0,46.0,220,128,4,1.33,1.0
387,1052457,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,50.0,166,62,4,0.69,1.0
388,1053180,1,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,70.0,365,180,1,1.89,1.0
389,1053662,0,0,Rios Rosas,Chamberí,Private room in apartment,Private room,1.0,1.0,30.0,74,13,1,0.14,1.0
390,1055724,0,1,Arapiles,Chamberí,Private room in apartment,Private room,1.0,2.0,30.0,0,14,1,0.37,2.0
391,1056151,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,70.0,359,203,1,2.09,1.0
392,1057560,0,0,Palacio,Centro,Entire apartment,Entire home/apt,3.0,5.0,101.0,312,169,1,1.76,2.0
393,1059084,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,79.0,363,8,1,0.09,1.0
394,1065075,0,1,Arapiles,Chamberí,Private room in apartment,Private room,1.0,1.0,22.0,358,3,1,0.04,1.5
395,1065714,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,35.0,345,462,53,4.75,1.0
396,1065918,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,44.0,334,434,53,4.53,1.0
397,1067941,0,1,Almenara,Tetuán,Entire house,Entire home/apt,2.0,2.0,100.0,139,41,2,0.46,2.0
398,1069174,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,350,213,1,2.21,1.0
399,1075749,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,5.0,101.0,0,75,1,0.78,1.0
400,1075890,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,135.0,365,5,2,0.06,1.0
401,1079119,0,0,Almagro,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,102.0,363,18,1,0.19,1.0
402,1079722,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,1.0,46.0,139,147,4,1.51,1.0
403,1082218,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,76.0,288,218,6,2.27,1.0
404,1082942,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,54.0,250,11,1,0.16,1.0
405,1085217,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,29.0,1,30,1,0.31,1.0
406,1085898,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,127.0,180,20,5,0.25,1.0
407,1086124,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,85.0,143,18,5,0.2,1.0
409,1090988,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,2.0,39.0,140,138,4,1.43,1.0
410,1091639,1,1,Chopera,Arganzuela,Private room in apartment,Private room,1.0,1.0,30.0,89,152,1,1.81,1.0
411,1092967,0,1,Embajadores,Centro,Entire loft,Entire home/apt,1.0,1.0,50.0,80,79,1,1.03,1.0
413,1105481,0,0,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,50.0,365,0,1,0.0,1.0
415,1112289,1,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,2.0,25.0,357,73,3,0.76,Nan
416,1113817,0,0,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,139.0,0,2,1,0.02,1.0
418,1120286,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,21.0,134,15,5,0.17,3.0
420,1128626,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,336,171,1,1.79,1.0
422,1130788,1,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,24.0,11,4,2,0.08,1.0
424,1146228,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,53.0,258,14,1,0.15,1.0
425,1152744,0,0,Palacio,Centro,Private room in house,Private room,1.0,1.0,54.0,365,16,1,0.2,1.0
426,1153128,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,0.0,44.0,304,20,1,0.21,1.5
429,1161437,0,1,Rios Rosas,Chamberí,Private room in house,Private room,1.0,1.0,48.0,268,1,12,0.05,1.0
430,1162707,0,0,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,32.0,349,128,2,1.34,1.0
431,1168731,1,1,San Andrés,Villaverde,Entire apartment,Entire home/apt,1.0,1.0,70.0,335,15,2,0.18,1.0
432,1174292,0,0,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,1.0,78.0,365,0,1,0.0,1.0
433,1176241,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,0.0,45.0,138,7,1,0.09,1.0
434,1177790,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,48.0,226,7,1,0.09,1.0
435,1182242,1,0,Pacífico,Retiro,Entire apartment,Entire home/apt,3.0,4.0,160.0,139,144,1,1.51,1.0
436,1184735,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,107.0,149,88,6,0.96,1.0
437,1186878,0,0,Comillas,Carabanchel,Private room in apartment,Private room,1.0,1.0,21.0,0,151,1,1.79,1.0
438,1198047,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,65.0,227,105,4,1.14,1.0
439,1206122,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,3.0,104.0,349,16,8,0.19,1.0
440,1209383,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,2.0,35.0,363,10,1,0.17,1.5
441,1209661,1,1,Delicias,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,83.0,298,343,1,3.7,2.0
442,1214008,0,1,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,19.0,88,54,1,0.58,1.0
443,1220946,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,349,208,3,2.18,1.0
444,1227155,1,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,43.0,364,81,1,0.93,1.0
445,1230412,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,200.0,365,0,1,0.0,1.0
446,1230570,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,4.0,86.0,120,29,2,0.33,1.0
447,1234836,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,39.0,356,357,53,3.75,1.0
449,1248292,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,121,212,3,2.26,1.0
450,1251023,0,0,Gaztambide,Chamberí,Private room in house,Private room,1.0,1.0,39.0,365,0,2,0.0,1.0
451,1251520,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,32.0,0,72,3,1.02,2.0
453,1254955,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,2.0,55.0,289,49,1,0.53,1.0
454,1255811,0,1,Delicias,Arganzuela,Private room in apartment,Private room,4.0,5.0,81.0,107,114,2,1.35,2.0
455,1256157,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,89.0,0,55,1,0.58,1.0
456,1256570,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,35.0,1,23,2,0.25,1.0
457,1262589,0,1,Universidad,Centro,Entire apartment,Entire home/apt,4.0,4.0,40.0,0,106,8,1.29,1.0
458,1263062,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,1.0,43.0,364,330,2,4.05,1.0
459,1263329,0,1,Delicias,Arganzuela,Private room in condominium,Private room,1.0,0.0,44.0,90,333,2,3.49,1.0
460,1266548,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,48.0,283,260,20,2.74,1.0
461,1267730,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,317,190,3,2.0,1.0
462,1272747,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,51.0,250,221,20,2.38,1.0
463,1273055,0,0,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,100.0,105,14,1,0.15,1.0
464,1274889,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,62.0,134,35,2,0.37,1.0
465,1275293,0,1,San Juan Bautista,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,2.0,80.0,363,53,1,0.78,2.0
466,1281843,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,15,1,2,0.03,1.0
467,1289823,0,1,Casco Histórico de Vicálvaro,Vicálvaro,Entire loft,Entire home/apt,1.0,3.0,41.0,321,153,1,1.65,1.5
468,1296584,0,0,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,48.0,0,6,1,0.14,1.0
469,1297217,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,344,349,23,3.67,1.0
470,1298830,0,1,Atocha,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,51.0,348,444,1,4.69,1.0
471,1302691,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,43.0,345,476,53,5.11,1.0
472,1302882,1,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,27.0,14,7,3,0.08,1.0
473,1309325,1,1,Valdefuentes,Hortaleza,Private room in apartment,Private room,1.0,1.0,29.0,180,94,1,1.99,1.0
474,1311739,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,56.0,0,6,1,0.39,1.5
475,1316794,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,68.0,92,76,1,2.43,1.0
476,1326972,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,54.0,0,16,1,0.29,1.0
477,1330726,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,41.0,63,167,2,1.84,1.0
478,1335588,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,59.0,346,130,1,1.38,1.5
479,1336818,0,1,Nueva España,Chamartín,Entire condominium,Entire home/apt,1.0,3.0,75.0,365,16,1,0.2,1.0
480,1343630,0,1,Almagro,Chamberí,Private room in apartment,Private room,1.0,1.0,41.0,90,42,2,0.46,1.0
481,1346145,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,48.0,0,139,1,3.92,1.0
482,1346747,1,1,Embajadores,Centro,Entire loft,Entire home/apt,1.0,2.0,46.0,65,58,1,0.63,1.0
483,1357593,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,51.0,270,205,2,2.19,1.0
484,1361648,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,35.0,365,10,1,0.29,1.0
485,1362092,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,181.0,90,168,1,1.8,1.0
486,1362476,1,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,0.0,91.0,195,364,1,3.9,1.5
487,1362727,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,65.0,288,544,1,5.82,1.0
488,1375914,0,1,Sol,Centro,Entire guest suite,Entire home/apt,2.0,2.0,68.0,179,1,1,0.05,1.0
489,1380233,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,62.0,269,260,1,2.76,1.0
490,1383366,1,1,Embajadores,Centro,Private room in apartment,Private room,2.0,0.0,41.0,7,18,2,0.2,1.0
491,1395084,1,0,El Viso,Chamartín,Private room in apartment,Private room,1.0,2.0,30.0,361,14,2,0.19,1.0
492,1398273,0,0,Cortes,Centro,Private room in apartment,Private room,1.0,2.0,60.0,0,0,1,0.0,1.0
493,1408400,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,78.0,314,209,1,2.26,1.0
494,1426027,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,57.0,24,98,1,1.07,1.0
495,1426530,0,1,Opañel,Carabanchel,Entire apartment,Entire home/apt,1.0,2.0,38.0,305,2,1,0.03,1.5
496,1427336,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,3.0,34.0,254,103,5,1.12,1.0
497,1430003,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,84.0,3,48,14,0.52,1.0
498,1431541,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,3.0,7.0,120.0,179,77,1,0.84,2.0
499,1434789,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,145.0,286,41,14,0.45,2.0
